sym,time,open,high,low,close,volume
BTCUSD,2019-10-30D20:00:00.000000000,9103.7,9214.99,9009.09,9214.99,1888.961
BTCUSD,2019-10-31D00:00:00.000000000,9213.61,9236.76,9145,9164.44,873.078
BTCUSD,2019-10-31D04:00:00.000000000,9164.45,9213,9058.62,9114.43,1149.012
BTCUSD,2019-10-31D08:00:00.000000000,9114.43,9221,9088.67,9109.31,848.4187
BTCUSD,2019-10-31D12:00:00.000000000,9107.67,9164.73,8950,9122.92,1691.358
BTCUSD,2019-10-31D16:00:00.000000000,9122.91,9433,9122.91,9242.68,2716.084
BTCUSD,2019-10-31D20:00:00.000000000,9242.66,9287.37,9220.04,9239.99,926.7725
BTCUSD,2019-11-01D00:00:00.000000000,9181.78,9207.15,9055.93,9159.48,995.9615
BTCUSD,2019-11-01D04:00:00.000000000,9159.96,9160.4,9057.27,9083.3,895.298
BTCUSD,2019-11-01D08:00:00.000000000,9083.3,9155,9058.12,9116.87,829.1845
BTCUSD,2019-11-01D12:00:00.000000000,9116.24,9299.99,9105.5,9179.04,1463.263
BTCUSD,2019-11-01D16:00:00.000000000,9179.05,9258.04,9085,9089.92,1991.075
BTCUSD,2019-11-01D20:00:00.000000000,9092.14,9220,9071.02,9183.03,1353.933
BTCUSD,2019-11-02D00:00:00.000000000,9183.03,9296.98,9183.02,9253.12,1241.535
BTCUSD,2019-11-02D04:00:00.000000000,9253.09,9291.99,9230.51,9261.54,714.6891
BTCUSD,2019-11-02D08:00:00.000000000,9261.54,9269.61,9210,9236.25,419.9373
BTCUSD,2019-11-02D12:00:00.000000000,9236.25,9273.55,9215.82,9272.17,405.33
BTCUSD,2019-11-02D16:00:00.000000000,9271.36,9393,9215.94,9340,1758.675
BTCUSD,2019-11-02D20:00:00.000000000,9344.16,9363.82,9284,9335.13,825.96
BTCUSD,2019-11-03D00:00:00.000000000,9334.87,9338.11,9289.96,9308.52,434.6811
BTCUSD,2019-11-03D04:00:00.000000000,9308.52,9380,9305.52,9349.01,510.3041
BTCUSD,2019-11-03D08:00:00.000000000,9337.66,9349,9251.52,9261.92,507.0759
BTCUSD,2019-11-03D12:00:00.000000000,9261.92,9261.92,9123,9171.04,943.4914
BTCUSD,2019-11-03D16:00:00.000000000,9170.01,9199.84,9111.04,9191.1,551.3257
BTCUSD,2019-11-03D20:00:00.000000000,9191.1,9196.99,9121.01,9140.07,658.7129
BTCUSD,2019-11-04D00:00:00.000000000,9140.06,9246.72,9068.3,9206.52,1123.591
BTCUSD,2019-11-04D04:00:00.000000000,9206.52,9219.89,9142.47,9157.07,558.8804
BTCUSD,2019-11-04D08:00:00.000000000,9155.91,9209.15,9127,9186.16,523.9822
BTCUSD,2019-11-04D12:00:00.000000000,9186.15,9280,9154.07,9272.64,578.3277
BTCUSD,2019-11-04D16:00:00.000000000,9272.64,9347.46,9242.44,9307.86,1475.435
BTCUSD,2019-11-04D20:00:00.000000000,9307.85,9340.56,9261.01,9274.99,1053.294
BTCUSD,2019-11-05D00:00:00.000000000,9275,9600,9275,9412.53,4172.04
BTCUSD,2019-11-05D04:00:00.000000000,9412.63,9474.89,9370.01,9425.74,1186.409
BTCUSD,2019-11-05D08:00:00.000000000,9424.13,9425.73,9169.84,9226.07,1974.967
BTCUSD,2019-11-05D12:00:00.000000000,9226.07,9328.43,9180,9290.6,584.9069
BTCUSD,2019-11-05D16:00:00.000000000,9290.59,9393.95,9226.51,9377.01,1125.431
BTCUSD,2019-11-05D20:00:00.000000000,9377.01,9421.61,9260,9404.89,1243.23
BTCUSD,2019-11-06D00:00:00.000000000,9402.95,9430.74,9301.39,9322.09,1466.29
BTCUSD,2019-11-06D04:00:00.000000000,9322.09,9335.19,9282.08,9309.66,1390.975
BTCUSD,2019-11-06D08:00:00.000000000,9309.83,9450,9307.56,9395.04,1689.857
BTCUSD,2019-11-06D12:00:00.000000000,9395.04,9413.99,9340.01,9387.6,508.7646
BTCUSD,2019-11-06D16:00:00.000000000,9384.6,9402.01,9316.16,9340.97,995.3012
BTCUSD,2019-11-06D20:00:00.000000000,9340.44,9341.11,9253.66,9299.58,1311.428
