sym,time,open,high,low,close,volume
BTCUSD,2019-12-14D00:45:00.000000000,7243.03,7243.51,7233.29,7238.66,19.90172
BTCUSD,2019-12-14D01:00:00.000000000,7238.66,7243.94,7238.65,7243.46,14.85197
BTCUSD,2019-12-14D01:15:00.000000000,7243.47,7245.14,7238.44,7240.83,24.06696
BTCUSD,2019-12-14D01:30:00.000000000,7240.82,7247.88,7240.82,7246.14,27.05746
BTCUSD,2019-12-14D01:45:00.000000000,7246.14,7259.5,7245.23,7259.5,34.85557
BTCUSD,2019-12-14D02:00:00.000000000,7259.5,7260,7255.56,7258.94,24.40965
BTCUSD,2019-12-14D02:15:00.000000000,7259.93,7260,7252.58,7254.37,22.24221
BTCUSD,2019-12-14D02:30:00.000000000,7254.37,7255.95,7252.06,7254.14,27.92327
BTCUSD,2019-12-14D02:45:00.000000000,7254.15,7254.77,7253.3,7254.76,25.5263
BTCUSD,2019-12-14D03:00:00.000000000,7254.77,7259.42,7243.43,7245.42,44.0807
BTCUSD,2019-12-14D03:15:00.000000000,7245.41,7247,7241.01,7246.17,24.4468
BTCUSD,2019-12-14D03:30:00.000000000,7246.18,7249,7246.17,7248.5,11.0289
BTCUSD,2019-12-14D03:45:00.000000000,7248.5,7248.5,7244.11,7246.97,32.0644
BTCUSD,2019-12-14D04:00:00.000000000,7246.97,7252.89,7246.89,7250.91,19.44764
BTCUSD,2019-12-14D04:15:00.000000000,7254.17,7254.17,7247.51,7254.07,57.07814
BTCUSD,2019-12-14D04:30:00.000000000,7254.06,7255,7252.22,7254,27.95264
BTCUSD,2019-12-14D04:45:00.000000000,7254,7257,7253.99,7257,12.40762
BTCUSD,2019-12-14D05:00:00.000000000,7256.99,7259,7254.99,7255,11.85198
BTCUSD,2019-12-14D05:15:00.000000000,7254.99,7260,7252.22,7258.14,50.14442
BTCUSD,2019-12-14D05:30:00.000000000,7258.13,7258.93,7255.59,7257.52,11.875
BTCUSD,2019-12-14D05:45:00.000000000,7257.51,7263.1,7255.44,7257.7,42.19484
BTCUSD,2019-12-14D06:00:00.000000000,7257.69,7264.33,7257.53,7261.04,9.447487
BTCUSD,2019-12-14D06:15:00.000000000,7261.05,7263.78,7250.79,7251.45,13.07445
